P,L,EI,delta
8.266415763946126390e+03,7.628976051070959663e+00,7.859335512319471687e+06,0.000000000000000000e+00
5.313720396143049584e+03,3.523558494109292560e+00,1.013705199861278874e+06,0.000000000000000000e+00
4.688147635920367065e+03,2.789354162395926817e+00,6.450083426841614768e+06,0.000000000000000000e+00
4.944082752458542927e+03,2.921938930168074045e+00,3.112319874954109546e+06,1.028676336050604601e-02
2.681128195222574959e+03,2.241148241910427608e+00,5.039034813890130259e+06,2.192113179977119887e-03
4.086115439018159122e+03,3.473840007642364114e+00,3.816312235605859663e+06,0.000000000000000000e+00
4.423031809297596737e+03,9.786030953031707114e+00,9.330617736614977941e+06,0.000000000000000000e+00
2.490557290588634487e+02,8.877348039498979659e+00,6.611797233787857695e+05,4.769567610530262361e-03
8.939768242479285618e+03,8.947563634793642251e+00,9.413661083708729595e+06,2.191971680010664641e-02
3.885782466903661998e+02,2.403516219492646044e+00,9.152502648447683081e+06,0.000000000000000000e+00
3.791639551716089045e+03,4.451376192596410597e+00,7.035703881173782051e+06,0.000000000000000000e+00
1.049145815458444304e+03,6.016471270578111152e+00,6.218974164052974433e+06,5.406287635782235958e-03
2.049946771465381062e+03,5.398731222121638140e+00,6.667183512343320763e+05,4.246151671694540358e-03
9.429964062731716695e+03,5.192228844986227720e+00,3.812928418336463161e+06,5.844990919490648112e-03
3.775584599512174009e+03,4.772347993228843066e+00,1.603261958818765590e+06,6.133141674778165575e-04
7.317107938032621860e+03,1.339984169526556190e+00,1.485047669568091631e+06,0.000000000000000000e+00
1.348985075427312722e+03,2.962505684130210426e+00,7.885255155057766475e+06,1.221244913467216947e-02
2.587700924901372673e+03,7.213358975345289359e+00,3.001576305148375221e+06,7.973891209125880120e-03
8.824229441500192479e+03,1.790832157026031712e+00,3.126314437350502238e+06,0.000000000000000000e+00
9.042631889841253724e+03,7.148564897238105509e+00,1.530084529250935651e+06,4.346165067869454945e-02
2.947589056337290913e+03,3.799503081820440720e+00,8.247035125548445620e+06,0.000000000000000000e+00
9.674420001971733654e+03,7.371334205815253782e+00,9.878676458820033818e+06,3.293684875453805651e-03
6.714183422689390682e+03,6.619732312664877050e+00,7.227807507526767440e+05,6.273276594186608102e-02
5.079767057989833120e+03,3.187561346427022713e+00,6.926349761823618785e+06,0.000000000000000000e+00
3.842223845620699649e+03,2.906096419987919344e+00,6.963732372453035787e+06,4.517162966747744271e-03
3.439946113534937467e+03,2.185515317431616644e+00,1.622662985066392925e+06,0.000000000000000000e+00
9.524905980321711468e+03,8.462129259143456039e+00,5.859767667497958988e+06,3.777070130767140599e-02
6.964004903033306618e+03,4.198029154668084573e+00,1.241087239817650261e+05,1.033747882405194468e-01
5.387606830726038424e+03,6.990130098370856082e+00,4.111066401807475835e+06,1.222285784939302136e-02
5.305480095691466431e+02,8.370403972724048458e+00,3.515673528980546980e+05,1.863438663871522585e-02
2.550753668663151075e+03,5.649907444856656191e+00,1.830831763566892128e+06,3.783162308735511618e-03
9.437390154405362409e+03,5.539389033218452774e+00,3.061843500269010197e+06,2.127178211679056630e-04
5.612915645808207955e+03,7.417280196995207575e+00,7.322332937836546451e+06,0.000000000000000000e+00
3.639430500316797406e+03,6.028799874084922017e+00,9.757028709008987993e+06,1.397158897992795915e-03
1.935587039652029375e+02,7.275751218196606196e+00,5.468711692523019388e+06,0.000000000000000000e+00
2.610127845526737474e+03,5.382499930717935754e+00,9.526869119473278522e+06,6.046046733786392124e-03
2.616844232490313971e+03,5.086388081919952064e+00,2.358543937898964155e+06,4.943015450683580989e-03
1.789786707736858261e+03,7.162795819190965751e+00,4.142040877630359959e+06,4.966173727388645785e-03
3.515301600804192731e+03,6.788697520136188324e+00,1.628797351696141763e+06,1.399139270516468886e-02
2.106225608342465875e+03,3.359884016593105649e+00,1.092030848697695415e+06,0.000000000000000000e+00
7.227252477903263070e+02,6.562421847479084747e+00,5.812741372881562449e+06,3.517120377089865725e-03
1.069807919273960124e+03,2.961183955099953913e+00,8.596043307966107503e+06,0.000000000000000000e+00
5.017602272909739440e+03,5.559567199148339078e+00,8.826990719762815163e+06,1.270118528817570924e-02
7.896398450832098206e+02,2.811235690414697785e+00,2.324753557987661567e+06,0.000000000000000000e+00
9.358020277179733966e+03,4.555653177817803545e+00,9.488253256580702960e+06,0.000000000000000000e+00
2.140366588188778223e+03,2.150270203828442028e+00,5.389794422718491405e+06,3.835588880433234583e-03
4.695702264594560802e+03,8.172020380451208155e+00,5.851962407652295195e+06,0.000000000000000000e+00
4.205215745355705621e+03,2.225191976739476107e+00,1.711580397548084613e+06,0.000000000000000000e+00
2.984243412486524448e+03,6.156614042792587504e+00,3.730100576421190053e+06,0.000000000000000000e+00
3.302932296718437556e+03,4.562272116322784399e+00,2.135829590151020326e+06,0.000000000000000000e+00
2.194816075819783691e+03,4.688916429703361644e+00,2.467356384366972838e+06,0.000000000000000000e+00
2.874656048924967763e+03,8.405096533565792782e+00,4.424941155953947455e+06,6.315532770806977711e-03
1.259339853396237004e+03,6.522058712484652077e+00,3.764879611480317544e+06,1.007698671774474170e-02
6.923593560297686054e+03,9.938644656150609435e+00,9.627637156401179731e+06,6.494807872795159073e-03
6.480809274807127622e+03,1.553359568049934358e+00,6.942189425447179936e+06,6.234783527877671080e-04
3.184141093095547603e+03,1.871974807048190526e+00,4.280328832406186848e+05,7.182723597120972692e-03
8.814959665959217091e+03,2.497820923013457151e+00,5.348026014668549411e+06,0.000000000000000000e+00
3.925119678436152753e+03,1.540259647952274324e+00,6.537894457067991607e+06,1.858951616775072872e-04
6.149784073156798513e+03,5.775768859039894565e+00,7.188454011287590489e+06,8.490265151028152102e-03
5.279376329134432126e+03,2.361942148788292783e+00,6.410386916428548284e+06,1.107320047378024773e-02
3.318062355740285966e+03,2.922117305103960838e+00,7.854308901910262182e+06,0.000000000000000000e+00
9.304925188345110655e+03,6.813748952721113916e+00,4.533369778677882627e+06,2.372291128579430419e-02
8.497193949063408581e+03,3.116906481926798644e+00,7.691399557792306878e+06,0.000000000000000000e+00
8.427117185397088178e+03,1.490371198475390013e+00,1.673892496842791326e+06,0.000000000000000000e+00
9.547457501907643746e+03,3.165152317152036154e+00,7.862372296238963492e+06,0.000000000000000000e+00
1.245760200541550660e+02,3.679028547292324980e+00,6.438755545515117235e+06,0.000000000000000000e+00
4.971979092283207137e+03,5.111690638012765575e+00,6.203926067310870858e+05,7.436922211009264205e-03
9.385339878739576307e+03,7.085187960689415476e+00,4.665057687638732605e+06,1.426158492056583092e-02
1.430824922249076280e+03,7.121373295714569451e+00,6.720402592106617056e+06,2.939251422647498092e-03
2.525441970300280445e+03,6.876363343538691275e+00,5.363091675495870411e+06,3.694182399176086998e-03
5.100113013713696091e+03,5.143111297459307174e+00,7.174519010707696900e+06,0.000000000000000000e+00
6.816372947236638538e+03,5.229918732141008775e+00,3.621047605710772332e+06,2.587531363646456382e-03
3.394323580407797181e+03,8.319026322557270703e+00,7.446281706270161085e+06,7.514397153983914945e-03
3.133010248741071791e+03,7.503457118817392413e+00,1.206557822919866769e+06,2.008811320055800195e-02
7.780399321093334947e+03,7.366516979023672640e+00,6.973291412066770718e+06,4.770056447662885009e-03
4.252539884616314225e+02,4.387105554132501695e+00,4.367170524618557654e+06,0.000000000000000000e+00
7.879398838965116738e+03,9.940092686252736343e+00,9.876385208179948851e+06,3.357534891265324950e-02
4.342548786456071866e+03,5.521549646429869895e+00,8.758479753931658342e+06,2.043912162937701685e-03
6.327193625968748165e+03,2.308582660966367772e+00,9.718713209047520533e+06,7.489558211640868352e-03
7.084479946577317605e+03,8.015940693243678083e+00,4.926039013782531954e+06,1.517101978205509689e-02
1.074839431272034744e+03,9.679019808720845219e+00,6.372266432430871762e+06,1.432439194543107600e-02
9.048077032261377099e+03,8.591887266620933161e+00,4.384151507756478153e+06,3.381553400095406448e-02
8.240893439315685100e+03,3.532377962885237643e+00,4.094791288093580864e+06,1.362016936289421262e-02
3.816276228812123463e+03,3.134076267683910011e+00,6.551723762316584587e+06,7.927070514568418727e-03
2.028463852109006211e+03,3.084466344479087851e+00,4.407560120368689299e+06,4.352831845511746268e-03
7.217738367528098706e+02,1.268925041243436969e+00,5.180373705500040203e+06,0.000000000000000000e+00
3.155228368788125863e+03,8.936415836976326688e+00,8.492884074210438877e+06,5.939184223672652578e-03
7.160600409960355137e+03,4.360488394814192148e+00,6.698451781905056909e+06,1.520970644272930106e-02
8.150498990180940382e+03,1.126014338536128534e+00,6.349641924383704551e+06,0.000000000000000000e+00
3.333224182050670606e+03,9.351976727329439854e+00,3.998387254257986322e+06,2.368778960272394790e-02
2.280869877417428143e+03,7.285642719912799770e+00,6.103980147052302957e+06,1.392968575491975239e-02
3.341202418100754130e+03,8.994830097446660844e+00,9.642573652847480029e+06,4.845066798001245248e-03
9.647231679426909977e+03,5.384225818646112494e+00,7.154766402716344222e+06,8.968446285291847148e-03
1.051297931752606019e+03,6.763923438974398294e+00,4.556338029214528389e+06,0.000000000000000000e+00
1.705616131674996041e+03,7.311615973774509669e+00,4.248643957946794108e+06,2.836448473083748919e-03
6.972967277632328660e+03,6.625068975193675769e+00,9.420316131906529889e+06,8.125986279316063307e-03
1.483658640572879904e+03,2.760804572981896854e+00,7.086194731083267368e+06,1.238170349796536424e-02
2.739596337034966837e+03,5.491024065841430435e+00,4.898443942021586001e+06,9.962870901296680490e-04
8.051441137334960331e+03,4.553295546639104074e+00,5.457833705785003491e+06,0.000000000000000000e+00
3.076056660197826204e+03,9.693368554323201991e+00,3.221911558361391071e+06,1.363846059066752339e-02
6.010463833825422626e+03,6.428553970838542853e+00,6.508634161591289565e+06,0.000000000000000000e+00
5.770841648877031730e+03,2.670900911652655640e+00,3.770047635902432259e+06,0.000000000000000000e+00
2.727890368628824035e+03,2.030298541828385872e+00,4.855129832878716290e+06,1.541515869261849032e-02
2.562469460037039880e+03,4.690301646251407774e+00,6.008514696621525101e+06,1.242217722552056355e-02
2.967787357553961101e+03,9.565845369445227675e+00,3.564374480584507808e+06,2.639378275973660801e-02
8.771806716997909461e+03,5.479359290718724296e+00,4.194962300778506324e+06,4.696568692284306193e-03
2.857056530305716819e+02,4.941631987120307379e+00,8.573698284849235788e+06,0.000000000000000000e+00
1.007200479911798652e+03,4.598676745335044558e+00,6.468452710958862677e+06,1.564535012558551999e-02
3.477978595627096183e+03,2.646889035864711026e+00,2.890344895345087629e+06,1.525528751357756695e-02
2.280986385684544530e+03,1.802411038431721568e+00,3.903604038435559720e+06,1.323454706137374001e-03
5.672288249265629929e+03,8.784092395732798764e+00,5.696782912499210797e+05,1.358853661546635117e-01
5.440664836285834099e+03,7.465752215359440669e+00,8.783420322996811941e+06,8.476400624547872006e-03
5.004083827762824512e+03,3.585845414505748785e+00,7.424381173479002900e+06,8.049722415719207146e-04
3.077455393033206292e+03,9.873680929849188104e+00,1.970675828925335081e+06,2.970798568313050281e-02
5.163342380848211178e+03,4.711964078321701166e+00,8.965514268150076270e+06,0.000000000000000000e+00
7.883662315840379051e+03,5.746271899239709491e+00,7.246683263363081031e+06,0.000000000000000000e+00
8.143805256772913708e+03,9.385221166351364275e+00,8.561833696081133559e+06,1.329455299174274983e-02
5.375124786208881233e+03,1.403873045069922165e+00,3.512807278749261517e+06,0.000000000000000000e+00
8.082718622664118811e+03,2.005304239649574605e+00,7.125370392264405265e+06,0.000000000000000000e+00
4.393272481354871388e+02,9.726964527407384153e+00,8.876602089087642729e+06,0.000000000000000000e+00
1.625254596905147764e+03,9.678359904307429318e+00,8.769827865409842925e+05,3.986367413841143681e-02
7.507031773919891748e+03,8.036721060318271270e+00,3.496857217176801059e+06,3.178345547192445997e-02
3.910211982500601152e+03,7.746665972406883149e+00,9.924117063508155115e+04,3.794274620665832320e-01
3.247195052933902389e+03,8.581841608852105452e+00,8.908716228851845954e+05,5.817417695333791661e-02
5.762887248373159309e+03,7.230650219281459457e+00,3.672518550914241001e+06,4.385131429770483535e-03
3.786963099850152958e+03,8.544524741358777931e+00,8.393376956211712211e+06,1.631174008696996414e-02
9.104346108915475270e+03,7.848196126799427574e+00,6.075807748736114241e+06,7.909382751670034767e-03
3.931015127727385334e+03,4.334304138378664462e+00,4.370027491584413685e+06,1.561002338446159906e-03
8.378867034631019123e+03,8.688100203069755167e+00,8.165547952265522908e+05,1.318146684213060693e-01
6.057460828932788900e+03,9.797717014963636117e+00,7.216190123067306355e+06,3.011930539705850313e-02
9.128985896678761492e+03,1.443937431837491125e+00,9.253415035739235580e+06,0.000000000000000000e+00
4.892130386111283769e+03,3.040668589084387197e+00,2.209477460823290981e+06,0.000000000000000000e+00
9.589289259297269382e+03,8.852028131063740091e+00,5.112176942790822126e+06,2.352066466884519119e-02
5.809425638484217416e+03,3.935521183182356886e+00,8.124983136002724990e+06,0.000000000000000000e+00
3.746685500622670020e+02,7.312423538362992304e+00,3.074972892022949643e+06,0.000000000000000000e+00
7.414821407254946280e+03,3.315309575138264186e+00,2.555764444761619903e+06,1.975273065490345398e-03
8.627867886165075106e+03,7.794017163770421419e+00,1.468776769710375229e+06,6.249818768426967930e-02
1.075645093094163258e+03,9.176734050306526669e+00,8.820124953622330213e+05,2.348777764013143532e-02
9.638086104361271282e+03,8.200458765767706382e+00,1.648061086612327490e+06,6.465787892828850358e-02
5.677917757406208693e+03,8.755292033748116154e+00,5.328225965518301353e+06,1.649639792034080649e-02
7.432948918283414969e+03,8.553988883355986061e+00,8.726602311353172408e+05,1.079423991895155366e-01
2.317613048325751606e+03,7.468260323082825280e+00,5.871123703831870109e+06,1.011361656368468115e-02
9.417706707305967939e+03,4.790851496859912295e+00,7.251384662580432370e+06,2.565605290716586103e-03
6.468951747029138460e+03,1.411436379726995316e+00,1.228240116875335952e+05,0.000000000000000000e+00
5.478854515536760118e+03,8.350708225629261960e+00,5.168905431968905963e+06,1.720939577607561582e-02
9.617762952039163793e+03,6.376210382464771342e+00,2.357885378434598097e+05,2.079111923052612554e-01
5.613990453399918806e+03,5.714453906537880101e+00,1.537553387962391367e+06,1.861543711300800777e-02
5.363517080260799958e+03,5.685520723416297884e+00,2.088636635002715280e+06,4.000847894150352801e-04
5.431929243249463752e+02,4.286942454571465611e+00,3.147387995534532703e+06,0.000000000000000000e+00
5.509250802646482953e+03,3.312740015070796851e+00,3.568206032842363231e+06,1.779182830035726161e-03
7.469172804351579543e+03,4.446940202361568062e+00,6.647740847266351804e+06,0.000000000000000000e+00
3.747191977316921111e+03,2.086952963877105383e+00,1.656637765976496274e+06,0.000000000000000000e+00
6.825327534454086162e+03,6.368697983389707495e+00,1.657561252315450693e+06,1.780485674840024540e-02
5.684667337651264461e+03,7.275111445991113257e+00,4.435855836060972884e+06,8.893379001805911191e-03
2.158952662191973559e+03,6.072391612232240554e+00,8.085435335982378572e+06,0.000000000000000000e+00
5.513457838903597803e+03,3.286243786243349341e+00,1.434071063044507289e+06,8.482154191606850607e-03
4.812288534704620361e+03,3.292753095827118948e+00,5.613815664485952817e+06,0.000000000000000000e+00
3.443424244990953412e+03,6.802191039962024455e+00,4.749063014372266829e+06,7.708292673882973997e-03
6.660088486285324507e+03,7.013786138090772226e+00,8.092897149658367969e+06,1.393779205544843150e-02
